Station Name,lat,lon
shinagawa,"35° 37' 57"" N","139° 45' 16"" E"
minato,"35° 38' 56"" N","139° 45' 46"" E"
chuo,"35° 40' 00"" N","139° 46' 01"" E"
koto,"35° 38' 16"" N","139° 49' 03"" E"
edogawa,"35° 38' 05"" N","139° 51' 34"" E"
izu-shima,"34° 47' 22"" N","139° 23' 33"" E"
toshima,"34° 32' 00"" N","139° 16' 42"" E"
niijima,"34° 22' 14"" N","139° 14' 56"" E"
shikinejima,"34° 19' 04"" N","139° 13' 15"" E"
kozushima,"34° 12' 00"" N","139° 07' 59"" E"
miyakejima,"34° 04' 00"" N","139° 28' 59"" E"
mikurajima,"33° 53' 46"" N","139° 35' 25"" E"
hachijjima,"33° 05' 42"" N","139° 46' 12"" E"
aogashima,"32° 26' 44"" N","139° 45' 26"" E"
torishima,"30° 28' 60"" N","140° 19' 01"" E"
chichijima,"27° 05' 11"" N","142° 11' 36"" E"
hahajima,"26° 37' 60"" N","142° 09' 00"" E"
iwojima,"24° 48' 00"" N","141° 18' 00"" E"
yugawara,"35° 08' 32"" N","139° 07' 01"" E"
manazuru,"35° 08' 60"" N","139° 09' 00"" E"
odawara,"35° 14' 51"" N","139° 10' 07"" E"
ninomiya,"35° 17' 58"" N","139° 15' 19"" E"
ohiso,"35° 18' 21"" N","139° 19' 09"" E"
hiratsuka,"35° 18' 42"" N","139° 21' 50"" E"
chigasaki,"35° 18' 53"" N","139° 24' 25"" E"
fujisawa,"35° 17' 60"" N","139° 28' 59"" E"
kamakura,"35° 18' 21"" N","139° 32' 38"" E"
zushi,"35° 16' 60"" N","139° 34' 01"" E"
hayama,"35° 16' 07"" N","139° 34' 10"" E"
sajima,"35° 13' 12"" N","139° 36' 28"" E"
tsukui,"35° 11' 55"" N","139° 40' 43"" E"
kurihama,"35° 13' 10"" N","139° 42' 56"" E"
uraga,"35° 14' 13"" N","139° 43' 26"" E"
hashirimizu,"35° 15' 47"" N","139° 43' 33"" E"
yokosuka,"35° 17' 16"" N","139° 39' 11"" E"
ogamicho,"35° 08' 57"" N","139° 36' 49"" E"
jogashima,"35° 08' 05"" N","139° 37' 08"" E"
kenzaki,"35° 08' 34"" N","139° 40' 01"" E"
kanazawa-ku,"35° 19' 60"" N","139° 38' 14"" E"
isogo-ku,"35° 23' 60"" N","139° 37' 59"" E"
naka-ku,"35° 25' 24"" N","139° 41' 04"" E"
nishi-ku,"35° 27' 18"" N","139° 38' 23"" E"
kanagawa-ku,"35° 27' 56"" N","139° 38' 24"" E"
tsurumi-ku,"35° 28' 60"" N","139° 41' 60"" E"
kawasaki,"35° 31' 00"" N","139° 45' 00"" E"
awashimaura,"38° 28' 04"" N","139° 15' 25"" E"
futami,"37° 58' 37"" N","138° 15' 53"" E"
rytsu,"38° 04' 60"" N","138° 25' 59"" E"
washizaki,"38° 19' 00"" N","138° 31' 01"" E"
murakami,"38° 13' 47"" N","139° 26' 45"" E"
tanai,"38° 11' 02"" N","139° 25' 39"" E"
kita-ku,"37° 58' 30"" N","139° 10' 31"" E"
higashi-ku,"37° 57' 16"" N","139° 05' 28"" E"
chuo-ku,"37° 56' 15"" N","139° 03' 54"" E"
nishi-ku,"37° 53' 22"" N","138° 57' 45"" E"
nishikan-ku,"37° 48' 35"" N","138° 50' 07"" E"
nagaoka,"37° 38' 29"" N","138° 45' 41"" E"
izumozaki,"37° 32' 27"" N","138° 40' 59"" E"
kashiwazaki,"37° 22' 31"" N","138° 32' 31"" E"
joetsu,"37° 10' 60"" N","138° 15' 00"" E"
itoigawa,"37° 06' 00"" N","138° 00' 00"" E"
asahi,"36° 58' 00"" N","137° 34' 59"" E"
nyzen,"36° 57' 05"" N","137° 29' 15"" E"
kurobe,"36° 52' 60"" N","137° 25' 01"" E"
uozu,"36° 49' 39"" N","137° 24' 33"" E"
namerikawa,"36° 46' 04"" N","137° 20' 18"" E"
toyama,"36° 46' 00"" N","137° 13' 59"" E"
imizu,"36° 46' 60"" N","137° 04' 01"" E"
takaoka,"36° 48' 58"" N","137° 02' 26"" E"
himi,"36° 52' 49"" N","136° 59' 48"" E"
kaga,"36° 18' 52"" N","136° 16' 13"" E"
komatsu,"36° 24' 08"" N","136° 23' 45"" E"
nomi,"36° 27' 21"" N","136° 26' 60"" E"
hakusan,"36° 32' 27"" N","136° 31' 52"" E"
kanazawa,"36° 37' 00"" N","136° 35' 60"" E"
kahoku,"36° 43' 47"" N","136° 41' 19"" E"
hakui,"36° 55' 09"" N","136° 45' 22"" E"
wajima,"37° 23' 60"" N","136° 54' 00"" E"
suzu,"37° 30' 00"" N","137° 20' 60"" E"
noto,"37° 21' 00"" N","137° 15' 00"" E"
anamizu,"37° 13' 08"" N","136° 54' 49"" E"
nanao,"37° 02' 60"" N","136° 58' 01"" E"
awara,"36° 16' 20"" N","136° 12' 40"" E"
sakai,"36° 13' 00"" N","136° 07' 59"" E"
fukui,"36° 07' 58"" N","136° 04' 06"" E"
echizen,"35° 53' 05"" N","135° 59' 42"" E"
minamiechizen,"35° 48' 44"" N","136° 04' 31"" E"
tsuruga,"35° 40' 00"" N","136° 04' 01"" E"
mihama,"35° 43' 00"" N","135° 58' 01"" E"
wakasa,"35° 34' 28"" N","135° 50' 48"" E"
obama,"35° 30' 00"" N","135° 43' 59"" E"
oi,"35° 29' 00"" N","135° 37' 47"" E"
takahama,"35° 29' 57"" N","135° 30' 49"" E"
kosai,"34° 40' 31"" N","137° 31' 45"" E"
nishi-ku,"34° 40' 60"" N","137° 37' 01"" E"
minami-ku,"34° 39' 02"" N","137° 44' 60"" E"
iwata,"34° 39' 16"" N","137° 50' 56"" E"
fukuroi,"34° 39' 51"" N","137° 56' 16"" E"
kakegawa,"34° 39' 12"" N","138° 01' 12"" E"
omaezaki,"34° 36' 00"" N","138° 13' 59"" E"
makinohara,"34° 41' 15"" N","138° 12' 42"" E"
yoshida,"34° 44' 59"" N","138° 16' 11"" E"
yaizu,"34° 52' 00"" N","138° 19' 59"" E"
suruga-ku,"34° 56' 05"" N","138° 24' 57"" E"
shimizu-ku,"35° 01' 00"" N","138° 30' 00"" E"
fuji,"35° 07' 60"" N","138° 41' 60"" E"
numazu,"35° 01' 14"" N","138° 53' 47"" E"
izu,"34° 54' 29"" N","138° 47' 09"" E"
nishiizu,"34° 51' 00"" N","138° 46' 01"" E"
matsuzaki,"34° 45' 18"" N","138° 46' 31"" E"
minamiizu,"34° 40' 01"" N","138° 47' 11"" E"
kawazu,"34° 44' 28"" N","138° 59' 59"" E"
higashiizu,"34° 46' 18"" N","139° 02' 42"" E"
shimoda,"34° 40' 00"" N","138° 56' 60"" E"
atami,"35° 02' 60"" N","139° 04' 59"" E"
kawana,"34° 57' 11"" N","139° 08' 01"" E"
it,"34° 58' 15"" N","139° 06' 17"" E"
yatomi,"35° 01' 55"" N","136° 47' 15"" E"
tobishima,"35° 01' 25"" N","136° 49' 35"" E"
nagoya,"35° 04' 60"" N","136° 52' 59"" E"
tokai,"35° 01' 38"" N","136° 51' 30"" E"
chita,"34° 59' 59"" N","136° 50' 54"" E"
onisaki,"34° 54' 10"" N","136° 49' 16"" E"
tokoname,"34° 52' 15"" N","136° 50' 12"" E"
minamichita,"34° 41' 49"" N","136° 58' 36"" E"
mihama,"34° 46' 35"" N","136° 55' 02"" E"
taketoyo,"34° 50' 51"" N","136° 55' 42"" E"
higashiura,"34° 57' 24"" N","136° 58' 53"" E"
handa,"34° 52' 33"" N","136° 56' 45"" E"
hekinan,"34° 50' 11"" N","136° 57' 19"" E"
terazu,"34° 48' 56"" N","136° 59' 43"" E"
sakushima,"34° 43' 60"" N","137° 03' 00"" E"
susaki,"34° 47' 01"" N","137° 09' 50"" E"
katahara,"34° 47' 35"" N","137° 11' 27"" E"
gamagori,"34° 48' 42"" N","137° 13' 58"" E"
miya,"34° 48' 31"" N","137° 14' 49"" E"
toyokawa,"34° 48' 06"" N","137° 17' 53"" E"
toyohashi,"34° 43' 07"" N","137° 19' 58"" E"
fukue,"34° 37' 60"" N","137° 07' 01"" E"
tatsumazaki,"34° 39' 44"" N","137° 04' 50"" E"
irago,"34° 34' 60"" N","137° 01' 01"" E"
akabane,"34° 36' 10"" N","137° 11' 37"" E"
kisosaki,"35° 02' 52"" N","136° 44' 22"" E"
kuwana,"35° 01' 25"" N","136° 44' 15"" E"
kawagoe,"35° 00' 45"" N","136° 41' 58"" E"
yokkaichi,"34° 57' 00"" N","136° 37' 59"" E"
suzuka,"34° 52' 18"" N","136° 38' 02"" E"
tsu,"34° 43' 00"" N","136° 31' 59"" E"
matsusaka,"34° 36' 00"" N","136° 34' 01"" E"
meiwa,"34° 33' 49"" N","136° 39' 41"" E"
ise,"34° 31' 00"" N","136° 45' 00"" E"
toba,"34° 28' 60"" N","136° 50' 60"" E"
kamishima,"34° 32' 60"" N","136° 58' 59"" E"
matoya,"34° 22' 00"" N","136° 52' 01"" E"
hamajima,"34° 17' 60"" N","136° 46' 01"" E"
minamise,"34° 19' 01"" N","136° 39' 29"" E"
taiki,"34° 12' 49"" N","136° 23' 30"" E"
kihoku,"34° 12' 00"" N","136° 19' 59"" E"
owase,"34° 04' 13"" N","136° 12' 25"" E"
kajikacho,"33° 57' 52"" N","136° 13' 04"" E"
kumano,"33° 56' 09"" N","136° 11' 09"" E"
mihama,"33° 48' 53"" N","136° 03' 16"" E"
kiho,"33° 43' 60"" N","136° 01' 01"" E"
shimofukui,"35° 27' 00"" N","135° 19' 01"" E"
higashimaizuru,"35° 28' 60"" N","135° 24' 00"" E"
tai,"35° 35' 01"" N","135° 14' 27"" E"
miyazu,"35° 32' 11"" N","135° 11' 59"" E"
ine,"35° 40' 00"" N","135° 16' 59"" E"
kytango,"35° 42' 27"" N","135° 03' 35"" E"
misaki,"34° 19' 08"" N","135° 08' 09"" E"
tajiri,"34° 23' 57"" N","135° 17' 04"" E"
hannan,"34° 20' 13"" N","135° 11' 00"" E"
sennan,"34° 22' 54"" N","135° 15' 51"" E"
izumisano,"34° 25' 19"" N","135° 18' 47"" E"
kaizuka,"34° 26' 57"" N","135° 20' 46"" E"
kishiwada,"34° 28' 06"" N","135° 21' 57"" E"
tadaoka,"34° 30' 24"" N","135° 22' 37"" E"
izumiotsu,"34° 30' 34"" N","135° 23' 54"" E"
takaishi,"34° 31' 58"" N","135° 24' 17"" E"
sakai,"34° 34' 60"" N","135° 28' 01"" E"
osaka,"34° 39' 05"" N","135° 25' 31"" E"
kami,"35° 38' 32"" N","134° 37' 39"" E"
shinonsen,"35° 37' 42"" N","134° 26' 51"" E"
toyooka,"35° 38' 60"" N","134° 49' 59"" E"
ako,"34° 44' 36"" N","134° 21' 56"" E"
aioi,"34° 47' 60"" N","134° 28' 01"" E"
hirohata,"34° 46' 43"" N","134° 37' 48"" E"
shikama,"34° 46' 53"" N","134° 39' 48"" E"
leshima,"34° 40' 60"" N","134° 31' 59"" E"
takasago,"34° 43' 60"" N","134° 48' 00"" E"
harima,"34° 42' 27"" N","134° 51' 41"" E"
akashi,"34° 38' 19"" N","134° 59' 35"" E"
higashinada-ku,"34° 41' 57"" N","135° 15' 59"" E"
hygo-ku,"34° 40' 04"" N","135° 10' 49"" E"
nada-ku,"34° 41' 53"" N","135° 14' 26"" E"
suma-ku,"34° 38' 21"" N","135° 07' 49"" E"
tarumi-ku,"34° 37' 19"" N","135° 03' 33"" E"
nagata-ku,"34° 38' 39"" N","135° 09' 15"" E"
chuo-ku,"34° 40' 55"" N","135° 12' 20"" E"
amagasaki,"34° 42' 00"" N","135° 24' 00"" E"
iwaya,"34° 35' 27"" N","135° 01' 03"" E"
nijomaezaki,"34° 36' 00"" N","134° 58' 59"" E"
kariya,"34° 30' 45"" N","134° 59' 23"" E"
murotsu,"34° 31' 20"" N","134° 52' 41"" E"
ei,"34° 28' 00"" N","134° 49' 01"" E"
orodani,"34° 19' 47"" N","134° 54' 49"" E"
yura,"34° 16' 59"" N","134° 57' 01"" E"
anaga,"34° 16' 00"" N","134° 40' 01"" E"
fukura,"34° 15' 08"" N","134° 42' 55"" E"
ashiya,"34° 42' 13"" N","135° 18' 30"" E"
kakogawa,"34° 42' 23"" N","134° 49' 17"" E"
nishinomiya,"34° 42' 30"" N","135° 20' 25"" E"
tatsuno,"34° 45' 58"" N","134° 32' 42"" E"
taiji,"33° 35' 24"" N","135° 56' 51"" E"
nachikatsuura,"33° 33' 25"" N","135° 53' 55"" E"
kushimoto,"33° 28' 00"" N","135° 46' 59"" E"
susami,"33° 32' 41"" N","135° 29' 28"" E"
shirahama,"33° 40' 41"" N","135° 20' 32"" E"
tanabe,"33° 43' 30"" N","135° 22' 12"" E"
minabe,"33° 45' 53"" N","135° 19' 01"" E"
inami,"33° 48' 33"" N","135° 12' 55"" E"
mihama,"33° 53' 07"" N","135° 04' 51"" E"
hidaka,"33° 54' 57"" N","135° 04' 52"" E"
yura,"33° 57' 26"" N","135° 06' 48"" E"
gobo,"33° 52' 01"" N","135° 09' 23"" E"
arida,"34° 05' 52"" N","135° 06' 27"" E"
kainan,"34° 08' 60"" N","135° 11' 60"" E"
wakayama,"34° 12' 59"" N","135° 08' 32"" E"
okinoshima,"34° 16' 60"" N","135° 01' 01"" E"
iwami,"35° 34' 60"" N","134° 19' 01"" E"
tottori,"35° 33' 51"" N","134° 16' 26"" E"
yurihama,"35° 30' 26"" N","133° 52' 45"" E"
hokuei,"35° 30' 00"" N","133° 45' 30"" E"
kotoura,"35° 30' 37"" N","133° 39' 32"" E"
daisen,"35° 28' 45"" N","133° 25' 59"" E"
hiezu,"35° 27' 19"" N","133° 22' 56"" E"
yonago,"35° 25' 47"" N","133° 19' 06"" E"
sakaiminato,"35° 32' 43"" N","133° 14' 49"" E"
yasugi,"35° 25' 55"" N","133° 15' 27"" E"
shichirui,"35° 34' 14"" N","133° 13' 31"" E"
daikonjima,"35° 30' 17"" N","133° 10' 14"" E"
kaka,"35° 33' 51"" N","133° 03' 30"" E"
etomo,"35° 31' 22"" N","132° 58' 22"" E"
kawashimocho,"35° 27' 00"" N","132° 45' 00"" E"
sagiura,"35° 26' 27"" N","132° 41' 10"" E"
taisha,"35° 23' 60"" N","132° 40' 01"" E"
oda,"35° 06' 00"" N","132° 20' 60"" E"
gotsu,"35° 01' 01"" N","132° 13' 48"" E"
hamada,"34° 53' 46"" N","132° 03' 51"" E"
masuda,"34° 41' 50"" N","131° 49' 26"" E"
ama,"36° 04' 33"" N","133° 06' 55"" E"
nishinoshima,"36° 04' 60"" N","133° 00' 24"" E"
okinoshima,"36° 12' 00"" N","133° 19' 59"" E"
chibu,"36° 00' 35"" N","133° 02' 32"" E"
hinasecho-otabu,"34° 40' 60"" N","134° 18' 00"" E"
iri,"34° 43' 44"" N","134° 13' 28"" E"
setouchi,"34° 37' 00"" N","134° 10' 01"" E"
higashi-ku,"34° 34' 52"" N","134° 04' 59"" E"
naka-ku,"34° 36' 05"" N","133° 59' 09"" E"
minami-ku,"34° 35' 50"" N","134° 01' 50"" E"
tamano,"34° 29' 19"" N","133° 57' 07"" E"
shimotsui,"34° 25' 60"" N","133° 48' 00"" E"
mizushima,"34° 30' 38"" N","133° 44' 25"" E"
asakuchi,"34° 29' 18"" N","133° 35' 57"" E"
kasaoka,"34° 30' 00"" N","133° 30' 00"" E"
ichimonjicho,"34° 27' 51"" N","133° 24' 36"" E"
tomochotomo,"34° 22' 51"" N","133° 22' 54"" E"
tsuneishi,"34° 22' 60"" N","133° 18' 00"" E"
onomichi,"34° 23' 58"" N","133° 11' 30"" E"
setoda,"34° 17' 60"" N","133° 04' 59"" E"
mihara,"34° 23' 12"" N","133° 06' 12"" E"
tadanoumi,"34° 20' 03"" N","132° 59' 32"" E"
tadanouminagahama,"34° 20' 02"" N","132° 58' 02"" E"
higashihiroshima,"34° 18' 23"" N","132° 48' 30"" E"
yutaka,"34° 10' 51"" N","132° 51' 47"" E"
kawajiri,"34° 14' 15"" N","132° 43' 12"" E"
hironagahama,"34° 12' 38"" N","132° 37' 21"" E"
kurahashi,"34° 05' 47"" N","132° 32' 36"" E"
meitoku,"34° 08' 36"" N","132° 30' 14"" E"
sakioku,"34° 09' 30"" N","132° 31' 23"" E"
tsuboi,"34° 12' 00"" N","132° 31' 59"" E"
kure,"34° 14' 24"" N","132° 33' 09"" E"
aki-ku,"34° 21' 10"" N","132° 30' 15"" E"
minami-ku,"34° 21' 00"" N","132° 28' 01"" E"
naka-ku,"34° 21' 24"" N","132° 26' 16"" E"
nishi-ku,"34° 21' 29"" N","132° 24' 01"" E"
saeki-ku,"34° 21' 09"" N","132° 21' 30"" E"
itsukushima,"34° 17' 60"" N","132° 19' 01"" E"
onoura,"34° 16' 22"" N","132° 16' 09"" E"
otake,"34° 13' 54"" N","132° 13' 26"" E"
etajimacho,"34° 14' 56"" N","132° 27' 40"" E"
okimi,"34° 15' 04"" N","132° 22' 48"" E"
esaki,"34° 38' 27"" N","131° 38' 50"" E"
koshigahama,"34° 26' 20"" N","131° 25' 12"" E"
mishima,"34° 46' 60"" N","131° 09' 00"" E"
abu,"34° 30' 35"" N","131° 27' 09"" E"
senzaki,"34° 23' 18"" N","131° 11' 35"" E"
yuyamukatsukushimo,"34° 24' 20"" N","130° 57' 38"" E"
kottoi,"34° 18' 57"" N","130° 53' 44"" E"
yoshimi,"34° 04' 00"" N","130° 53' 49"" E"
nishiyamacho,"33° 57' 00"" N","130° 52' 59"" E"
izakicho,"33° 57' 04"" N","130° 55' 06"" E"
tanokubicho,"33° 54' 40"" N","130° 55' 06"" E"
hosoecho,"33° 57' 00"" N","130° 55' 59"" E"
maeda,"33° 58' 11"" N","130° 58' 12"" E"
chofu,"34° 00' 56"" N","131° 00' 15"" E"
onodako,"33° 58' 12"" N","131° 10' 09"" E"
nagatomotoyama,"33° 56' 32"" N","131° 10' 05"" E"
ube,"33° 55' 60"" N","131° 15' 00"" E"
yamaguchi,"33° 59' 21"" N","131° 26' 48"" E"
hofu,"34° 02' 10"" N","131° 35' 09"" E"
shunan,"34° 01' 60"" N","131° 48' 00"" E"
kudamatsu,"34° 00' 03"" N","131° 51' 36"" E"
tabuse,"33° 54' 23"" N","132° 02' 19"" E"
hirao,"33° 54' 09"" N","132° 04' 23"" E"
kaminoseki,"33° 49' 60"" N","132° 07' 01"" E"
yanai,"33° 57' 28"" N","132° 10' 12"" E"
doi,"33° 54' 49"" N","132° 18' 34"" E"
agenosho,"33° 53' 60"" N","132° 16' 59"" E"
okikamuro,"33° 51' 22"" N","132° 21' 41"" E"
ihota,"33° 56' 30"" N","132° 26' 38"" E"
iwakuni,"34° 10' 00"" N","132° 15' 00"" E"
waki,"34° 11' 33"" N","132° 14' 08"" E"
kitadomari,"34° 14' 17"" N","134° 35' 21"" E"
fukuike,"34° 13' 58"" N","134° 38' 13"" E"
donoura,"34° 13' 01"" N","134° 35' 19"" E"
okazaki,"34° 10' 48"" N","134° 37' 29"" E"
matsushige,"34° 08' 17"" N","134° 37' 15"" E"
tokushima,"34° 04' 32"" N","134° 35' 55"" E"
komatsushima,"34° 00' 18"" N","134° 35' 36"" E"
tomioka,"33° 55' 00"" N","134° 41' 60"" E"
tachibana,"33° 52' 18"" N","134° 38' 49"" E"
minami,"33° 43' 60"" N","134° 33' 00"" E"
mugi,"33° 39' 41"" N","134° 25' 23"" E"
kaiyo,"33° 33' 40"" N","134° 18' 40"" E"
higashikagawa,"34° 13' 60"" N","134° 24' 00"" E"
sanuki,"34° 19' 31"" N","134° 10' 20"" E"
takamatsu,"34° 21' 00"" N","134° 03' 00"" E"
ogicho,"34° 25' 15"" N","134° 03' 12"" E"
sakaide,"34° 19' 32"" N","133° 51' 09"" E"
yoshimacho,"34° 22' 56"" N","133° 49' 15"" E"
utazu,"34° 19' 05"" N","133° 49' 07"" E"
marugame,"34° 17' 52"" N","133° 47' 32"" E"
aoki,"34° 22' 00"" N","133° 40' 59"" E"
mitoyo,"34° 16' 00"" N","133° 37' 59"" E"
kan-onji,"34° 07' 60"" N","133° 37' 59"" E"
naoshima,"34° 27' 00"" N","133° 58' 01"" E"
tadotsu,"34° 20' 02"" N","133° 37' 47"" E"
shodoshima,"34° 27' 14"" N","134° 19' 15"" E"
tonosho,"34° 32' 44"" N","134° 16' 56"" E"
kamijima,"34° 06' 00"" N","133° 10' 59"" E"
shikokuchuo,"33° 59' 18"" N","133° 32' 46"" E"
kuroshima,"33° 58' 60"" N","133° 20' 60"" E"
nakasukacho,"33° 57' 59"" N","133° 16' 10"" E"
saijo,"33° 55' 60"" N","133° 10' 01"" E"
imabari,"34° 04' 11"" N","133° 00' 24"" E"
hashihama,"34° 06' 39"" N","132° 58' 12"" E"
kurushima,"34° 07' 20"" N","132° 58' 37"" E"
kikuma,"34° 01' 60"" N","132° 49' 59"" E"
minatoyama,"33° 52' 01"" N","132° 42' 34"" E"
nakajimaoura,"33° 58' 25"" N","132° 37' 53"" E"
uwama,"33° 58' 00"" N","132° 34' 59"" E"
masaki,"33° 47' 01"" N","132° 41' 50"" E"
iyo,"33° 45' 28"" N","132° 41' 48"" E"
nagahama,"33° 37' 00"" N","132° 28' 59"" E"
aoshima,"33° 44' 02"" N","132° 29' 16"" E"
mitsukue,"33° 27' 24"" N","132° 14' 47"" E"
misaki,"33° 23' 17"" N","132° 07' 03"" E"
shono,"33° 21' 45"" N","132° 02' 58"" E"
yawatahama,"33° 27' 00"" N","132° 24' 00"" E"
seiyo,"33° 19' 60"" N","132° 22' 59"" E"
uwajima,"33° 13' 60"" N","132° 33' 00"" E"
ainan,"33° 01' 00"" N","132° 28' 59"" E"
sukumo,"32° 54' 01"" N","132° 42' 44"" E"
otsuki,"32° 50' 08"" N","132° 39' 24"" E"
kuroshio,"33° 00' 34"" N","133° 00' 55"" E"
tosashimizu,"32° 46' 31"" N","132° 57' 35"" E"
shimanto,"32° 56' 22"" N","132° 59' 58"" E"
shimanto,"33° 11' 27"" N","133° 13' 25"" E"
nakatosa,"33° 19' 18"" N","133° 14' 03"" E"
susaki,"33° 24' 11"" N","133° 17' 29"" E"
tosa,"33° 26' 52"" N","133° 26' 58"" E"
kochi,"33° 30' 00"" N","133° 34' 01"" E"
nankoku,"33° 31' 32"" N","133° 38' 53"" E"
konan,"33° 32' 08"" N","133° 43' 23"" E"
geisei,"33° 30' 47"" N","133° 48' 10"" E"
yasuda,"33° 25' 60"" N","133° 58' 40"" E"
tano,"33° 25' 24"" N","134° 00' 04"" E"
nahari,"33° 25' 08"" N","134° 00' 48"" E"
toyo,"33° 31' 28"" N","134° 17' 09"" E"
aki,"33° 29' 37"" N","133° 54' 07"" E"
muroto,"33° 16' 00"" N","134° 10' 01"" E"
omuta,"33° 01' 00"" N","130° 25' 01"" E"
miyama,"33° 03' 45"" N","130° 25' 09"" E"
yanagawa,"33° 06' 46"" N","130° 22' 47"" E"
itoshima,"33° 33' 09"" N","130° 09' 44"" E"
nishi-ku,"33° 35' 39"" N","130° 19' 32"" E"
sawara-ku,"33° 35' 38"" N","130° 20' 51"" E"
chuo-ku,"33° 36' 00"" N","130° 22' 59"" E"
hakata-ku,"33° 36' 00"" N","130° 24' 00"" E"
higashi-ku,"33° 38' 60"" N","130° 22' 01"" E"
shingu,"33° 43' 06"" N","130° 26' 10"" E"
koga,"33° 44' 16"" N","130° 27' 32"" E"
fukutsu,"33° 46' 60"" N","130° 26' 60"" E"
konominato,"33° 50' 60"" N","130° 29' 23"" E"
kanesaki,"33° 52' 60"" N","130° 31' 59"" E"
oshima,"33° 53' 47"" N","130° 26' 11"" E"
okagaki,"33° 52' 43"" N","130° 36' 38"" E"
ashiya,"33° 53' 60"" N","130° 40' 01"" E"
wakamatsu-ku,"33° 55' 17"" N","130° 45' 30"" E"
yahatahigashi-ku,"33° 52' 19"" N","130° 48' 10"" E"
tobata-ku,"33° 54' 18"" N","130° 51' 04"" E"
kokurakita-ku,"33° 53' 17"" N","130° 53' 29"" E"
kokuraminami-ku,"33° 53' 44"" N","130° 54' 51"" E"
komorie,"33° 55' 00"" N","130° 55' 59"" E"
higashiminatomachi,"33° 57' 07"" N","130° 57' 51"" E"
setomachi,"33° 57' 30"" N","130° 58' 27"" E"
shiranoe,"33° 57' 04"" N","131° 01' 15"" E"
tsunemimachi,"33° 52' 01"" N","130° 58' 54"" E"
kanda,"33° 47' 16"" N","130° 59' 21"" E"
yukuhashi,"33° 43' 37"" N","131° 01' 23"" E"
chikujo,"33° 39' 18"" N","131° 04' 03"" E"
yoshitomi,"33° 37' 04"" N","131° 10' 09"" E"
buzen,"33° 37' 60"" N","131° 07' 59"" E"
imari,"33° 19' 00"" N","129° 49' 01"" E"
genkai,"33° 28' 00"" N","129° 50' 60"" E"
nagoya,"33° 32' 11"" N","129° 52' 19"" E"
kabeshima,"33° 33' 18"" N","129° 53' 24"" E"
karatsu,"33° 27' 16"" N","129° 58' 08"" E"
saga,"33° 09' 57"" N","130° 16' 39"" E"
ogi,"33° 12' 00"" N","130° 11' 60"" E"
shiroishi,"33° 07' 39"" N","130° 10' 51"" E"
kashima,"33° 06' 09"" N","130° 07' 49"" E"
tara,"32° 57' 00"" N","130° 13' 01"" E"
abamachi,"32° 45' 00"" N","129° 56' 60"" E"
fukahorimachi,"32° 40' 60"" N","129° 49' 01"" E"
fukudahonmachi,"32° 44' 36"" N","129° 49' 16"" E"
iojimachi,"32° 42' 00"" N","129° 46' 59"" E"
kaminoshimamachi,"32° 43' 11"" N","129° 49' 49"" E"
kogakuramachi,"32° 42' 19"" N","129° 50' 49"" E"
kozonemachi,"32° 43' 60"" N","129° 52' 01"" E"
motofunamachi,"32° 45' 00"" N","129° 52' 01"" E"
nomozakikabashimamachi,"32° 32' 60"" N","129° 46' 59"" E"
takashimamachi,"32° 38' 60"" N","129° 45' 00"" E"
ainoura,"33° 11' 24"" N","129° 38' 54"" E"
haiki,"33° 07' 60"" N","129° 48' 00"" E"
konoura,"33° 16' 00"" N","129° 04' 59"" E"
kusudomari,"33° 13' 00"" N","129° 34' 59"" E"
nishimachi,"33° 04' 48"" N","129° 44' 50"" E"
sasebo,"33° 09' 33"" N","129° 43' 20"" E"
tawaragauracho,"33° 07' 04"" N","129° 40' 27"" E"
ajiro,"34° 38' 60"" N","129° 28' 59"" E"
hirugaura,"34° 19' 00"" N","129° 16' 59"" E"
ina,"34° 33' 24"" N","129° 18' 50"" E"
izuhara,"34° 12' 00"" N","129° 18' 00"" E"
izumi,"34° 40' 00"" N","129° 28' 59"" E"
kamoise,"34° 19' 60"" N","129° 22' 59"" E"
kario,"34° 27' 15"" N","129° 17' 50"" E"
kechi,"34° 15' 33"" N","129° 19' 15"" E"
komoda,"34° 13' 55"" N","129° 11' 21"" E"
kozuna,"34° 25' 00"" N","129° 16' 01"" E"
ksubo,"34° 17' 56"" N","129° 21' 29"" E"
kunehama,"34° 10' 03"" N","129° 10' 40"" E"
mawari,"34° 21' 50"" N","129° 14' 39"" E"
mikata,"34° 17' 27"" N","129° 15' 34"" E"
minechosaka,"34° 27' 12"" N","129° 22' 23"" E"
ofunakoshi,"34° 16' 60"" N","129° 20' 60"" E"
osaki,"34° 18' 32"" N","129° 13' 30"" E"
oshika,"34° 30' 40"" N","129° 26' 22"" E"
oyama,"34° 19' 60"" N","129° 20' 60"" E"
sasuna,"34° 38' 16"" N","129° 23' 39"" E"
shimayama,"34° 19' 00"" N","129° 19' 01"" E"
takeshiki,"34° 17' 60"" N","129° 18' 00"" E"
tsutsu,"34° 07' 00"" N","129° 10' 59"" E"
arakawago,"32° 55' 07"" N","129° 02' 60"" E"
arikawa,"32° 58' 60"" N","129° 07' 01"" E"
inosedogo,"32° 57' 00"" N","129° 00' 00"" E"
wakamatsugo,"32° 52' 20"" N","129° 01' 26"" E"
arakawa,"32° 40' 00"" N","128° 40' 59"" E"
